case_id,faa_ors,faa_asn,usgs_pr_id,eia_id,t_state,t_county,t_fips,p_name,p_year,p_tnum,p_cap,t_manu,t_model,t_cap,t_hh,t_rd,t_rsa,t_ttlh,retrofit,retrofit_year,t_conf_atr,t_conf_loc,t_img_date,t_img_srce,xlong,ylat
3035933,06-021429,2010-WTW-1217-OE,2203,57291,CA,Kern County,06029,Alta V,2011,56,168,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.252991,34.996994
3035936,06-021383,2010-WTW-1220-OE,2330,57293,CA,Kern County,06029,Alta V,2011,56,168,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.251091,35.016693
3035577,06-021869,2010-WTW-10650-OE,2386,57294,CA,Kern County,06029,Alta V,2011,56,168,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.248787,35.024197
3039768,06-022163,2011-WTW-10041-OE,2382,57294,CA,Kern County,06029,Alta V,2011,56,168,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.241287,35.023193
3041262,06-021451,2011-WTW-554-OE,2211,,CA,Kern County,06029,Alta V,2011,56,168,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.252289,34.998096
3041116,06-021455,2011-WTW-467-OE,2253,,CA,Kern County,06029,Alta V,2011,56,168,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.257385,35.004696
3041104,06-021446,2011-WTW-452-OE,2218,,CA,Kern County,06029,Alta V,2011,56,168,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.263985,34.999393
3041453,06-021871,2011-WTW-884-OE,2426,57833,CA,Kern County,06029,Alta V,2011,56,168,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.247986,35.027996
3035930,06-021393,2010-WTW-1212-OE,2251,57292,CA,Kern County,06029,Alta V,2011,56,168,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.249084,35.004295
3035929,06-021392,2010-WTW-1211-OE,2258,57292,CA,Kern County,06029,Alta V,2011,56,168,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.248390,35.005394
3048679,06-023421,2013-WTW-8633-OE,7105,57294,CA,Kern County,06029,Alta V,2011,56,168,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.250587,35.017895
3048665,06-023420,2013-WTW-8613-OE,7104,57292,CA,Kern County,06029,Alta V,2011,56,168,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.249886,35.003296
3039770,06-022166,2011-WTW-10043-OE,2399,57294,CA,Kern County,06029,Alta V,2011,56,168,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.241287,35.025494
3035934,06-021401,2010-WTW-1218-OE,2360,57294,CA,Kern County,06029,Alta V,2011,56,168,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.249786,35.020195
3040858,06-023425,2011-WTW-1760-OE,7109,57293,CA,Kern County,06029,Alta V,2011,56,168,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.242386,35.013794
3044811,06-023326,2012-WTW-7627-OE,7034,57833,CA,Kern County,06029,Alta V,2011,56,168,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,2/20/2021,Digital Globe,-118.220688,35.036594
3036337,06-021284,2010-WTW-16329-OE,2339,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.305489,35.017796
3035806,06-021315,2013-WTW-8486-OE,2383,57294,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,7/31/2016,Digital Globe,-118.298668,35.023251
3036326,06-021291,2010-WTW-16314-OE,2351,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.320190,35.018894
3035676,06-021264,2010-WTW-1114-OE,2300,57293,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.326088,35.012295
3036055,06-021329,2010-WTW-1292-OE,2415,57833,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.305389,35.027096
3048581,06-023063,2013-WTW-8521-OE,2447,57833,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.302391,35.030396
3036531,06-021389,2010-WTW-16834-OE,2496,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.288391,35.035896
3036060,06-021332,2010-WTW-1304-OE,2315,57293,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.324287,35.014194
3036374,06-021274,2010-WTW-16367-OE,2377,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.299484,35.022194
3048550,06-021298,2013-WTW-8492-OE,2365,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.318390,35.020695
3036528,06-021366,2010-WTW-16830-OE,2418,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.295990,35.027393
3036059,06-021331,2010-WTW-1303-OE,2322,57293,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.323387,35.015095
3036369,06-021272,2010-WTW-16362-OE,2323,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.308586,35.015095
3036582,06-023067,2010-WTW-17212-OE,2487,57833,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.299187,35.035294
3036318,06-021301,2010-WTW-16307-OE,2289,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.319588,35.010593
3036371,06-021273,2010-WTW-16364-OE,2331,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.306389,35.016895
3036054,06-021328,2010-WTW-1291-OE,2438,57833,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.303185,35.029396
3036319,06-021290,2010-WTW-16308-OE,2296,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.318787,35.011597
3048659,06-021477,2013-WTW-8608-OE,2488,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.308388,35.035294
3035778,06-021313,2013-WTW-8484-OE,2461,57833,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,7/31/2016,Digital Globe,-118.289810,35.032524
3036053,06-021311,2010-WTW-1290-OE,2456,57833,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.301888,35.031696
3036540,06-021388,2010-WTW-17006-OE,2474,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.289688,35.033794
3036370,06-021277,2010-WTW-16363-OE,2326,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.307388,35.015896
3036527,06-021365,2010-WTW-16829-OE,2405,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.306190,35.025993
3040868,06-021479,2011-WTW-210-OE,2512,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.307289,35.037796
3036327,06-021280,2010-WTW-16315-OE,2355,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.318886,35.019295
3036373,06-021276,2010-WTW-16366-OE,2369,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.300591,35.021397
3040867,06-021442,2011-WTW-209-OE,2503,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.307785,35.036396
3036320,06-021295,2010-WTW-16309-OE,2303,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.317986,35.012695
3036333,06-021283,2010-WTW-16322-OE,2342,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.313690,35.017895
3035797,06-021314,2013-WTW-8485-OE,2409,57294,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,7/31/2016,Digital Globe,-118.296829,35.026432
3036325,06-021281,2010-WTW-16313-OE,2343,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.321190,35.018093
3036372,06-021275,2010-WTW-16365-OE,2363,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.301689,35.020596
3036052,06-021327,2010-WTW-1288-OE,2478,57833,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.299988,35.034294
3035819,06-021317,2013-WTW-8488-OE,2348,57294,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,11/9/2016,Digital Globe,-118.312523,35.018604
3036058,06-021330,2010-WTW-1302-OE,2328,57293,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.322487,35.016094
3036317,06-021289,2010-WTW-16306-OE,2308,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.325188,35.013195
3036530,06-021390,2010-WTW-16833-OE,2483,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.289085,35.034897
3048551,06-021300,2013-WTW-8493-OE,2318,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.316589,35.014793
3035823,06-021318,2013-WTW-8489-OE,2336,57294,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,11/9/2016,Digital Globe,-118.322189,35.017231
3035816,06-021316,2013-WTW-8487-OE,2389,57294,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,7/31/2016,Digital Globe,-118.306404,35.024727
3036051,06-021326,2010-WTW-1284-OE,2346,57294,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.304085,35.018494
3048553,06-021299,2013-WTW-8495-OE,2356,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.302986,35.019295
3048576,06-021368,2013-WTW-8516-OE,2437,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.294289,35.029396
3036529,06-021367,2010-WTW-16831-OE,2430,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.295090,35.028397
3036323,06-021303,2010-WTW-16311-OE,2310,,CA,Kern County,06029,Alta VI (partial),2011,44,132,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.317291,35.013695
3071508,06-021468,2010-WTW-1172-OE,2187,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,12/5/2016,Digital Globe,-118.223991,34.994884
3044816,06-023334,2012-WTW-7632-OE,7039,57833,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,12/5/2016,Digital Globe,-118.216087,35.032295
3044801,06-023317,2012-WTW-7614-OE,7026,57833,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,11/9/2016,Digital Globe,-118.218689,35.028397
3044817,06-023335,2012-WTW-7633-OE,7040,57833,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,12/5/2016,Digital Globe,-118.215790,35.033497
3035852,06-021398,2010-WTW-1194-OE,2231,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.240288,35.001194
3035838,06-021436,2010-WTW-1180-OE,2169,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.227585,34.982594
3035831,06-021475,2010-WTW-1173-OE,2185,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.224091,34.993694
3039893,06-022019,2011-WTW-10974-OE,2182,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,11/24/2016,Digital Globe,-118.248291,34.992393
3035585,06-022023,2010-WTW-10684-OE,2184,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.247292,34.993294
3035679,06-021435,2010-WTW-1116-OE,2168,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.228188,34.981495
3035862,06-021400,2010-WTW-1198-OE,2204,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.243088,34.997093
3039891,06-022201,2011-WTW-10971-OE,2174,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.254791,34.988693
3035674,06-021480,2010-WTW-1113-OE,2213,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.223686,34.998493
3035843,06-021424,2010-WTW-1185-OE,2234,57292,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.229691,35.002094
3035678,06-021467,2010-WTW-1115-OE,2172,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.225990,34.985893
3035849,06-021395,2010-WTW-1191-OE,2257,57292,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.236885,35.005196
3048523,06-021385,2013-WTW-8467-OE,2192,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.243889,34.995995
3044795,06-023308,2012-WTW-7608-OE,7020,57294,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,12/5/2016,Digital Globe,-118.234985,35.022194
3048522,06-021397,2013-WTW-8466-OE,2237,57292,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.239586,35.002296
3035837,06-021437,2010-WTW-1179-OE,2170,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.226891,34.983597
3035829,06-021469,2010-WTW-1171-OE,2194,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.223885,34.996094
3041451,06-023423,2011-WTW-882-OE,7107,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.242287,34.998096
3035834,06-021458,2010-WTW-1176-OE,2176,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.224991,34.988796
3041452,06-023424,2011-WTW-883-OE,7108,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.240685,35.000095
3048521,06-021411,2013-WTW-8465-OE,2269,57292,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.235489,35.007294
3044802,06-023318,2012-WTW-7615-OE,7027,57833,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,11/9/2016,Digital Globe,-118.217087,35.029194
3044715,06-023289,2012-WTW-7174-OE,6106,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,12/5/2016,Digital Globe,-118.254990,34.993496
3044800,06-023316,2012-WTW-7613-OE,7025,57833,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,11/9/2016,Digital Globe,-118.220291,35.027294
3035848,06-021412,2010-WTW-1190-OE,2263,57292,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.236191,35.006294
3035832,06-021465,2010-WTW-1174-OE,2180,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.224388,34.991196
3035584,06-022015,2010-WTW-10681-OE,2179,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.250290,34.990494
3035847,06-021434,2010-WTW-1189-OE,2202,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.233688,34.996895
3035836,06-021443,2010-WTW-1178-OE,2171,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.226486,34.984795
3039892,06-022203,2011-WTW-10972-OE,2177,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,11/24/2016,Digital Globe,-118.251289,34.989594
3035841,06-021422,2010-WTW-1183-OE,2245,57292,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.227585,35.003895
3044798,06-023311,2012-WTW-7611-OE,7023,57294,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,11/9/2016,Digital Globe,-118.223389,35.023094
3048519,06-021415,2013-WTW-8463-OE,2229,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.230690,35.001194
3048520,06-021433,2013-WTW-8464-OE,2188,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.234489,34.995895
3035853,06-021399,2010-WTW-1196-OE,2217,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.241386,34.999096
3035833,06-021464,2010-WTW-1175-OE,2178,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.224686,34.989994
3035844,06-021418,2010-WTW-1186-OE,2223,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.231384,35.000095
3048640,06-022165,2013-WTW-8585-OE,2181,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.249290,34.991394
3035851,06-021404,2010-WTW-1193-OE,2241,57292,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.238487,35.003197
3035828,06-021478,2010-WTW-1170-OE,2206,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.223785,34.997295
3039926,06-022240,2011-WTW-11057-OE,2186,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.246185,34.994194
3035839,06-021408,2010-WTW-1181-OE,2259,57292,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.225685,35.005894
3035684,06-021410,2010-WTW-1117-OE,2267,57292,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.224586,35.006893
3035583,06-022014,2010-WTW-10679-OE,2175,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.252388,34.988796
3044799,06-023315,2012-WTW-7612-OE,7024,57294,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,11/9/2016,Digital Globe,-118.221786,35.026497
3044796,06-023309,2012-WTW-7609-OE,7021,57294,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,12/5/2016,Digital Globe,-118.233986,35.023396
3044797,06-023310,2013-WTW-8680-OE,7022,57294,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,11/9/2016,Digital Globe,-118.224548,35.021931
3035842,06-021423,2010-WTW-1184-OE,2240,57292,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.228691,35.002995
3035840,06-021420,2010-WTW-1182-OE,2254,57292,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.226585,35.004894
3035827,06-021466,2010-WTW-1169-OE,2183,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.224289,34.992496
3035845,06-021432,2010-WTW-1187-OE,2216,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.232185,34.998997
3035850,06-021403,2010-WTW-1192-OE,2249,57292,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.237587,35.004093
3035846,06-021431,2010-WTW-1188-OE,2210,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.232986,34.997993
3035835,06-021456,2010-WTW-1177-OE,2173,57291,CA,Kern County,06029,Alta VIII (partial),2011,43,129,Vestas,V90-3.0,3000,80,90,6361.73,125,0,,3,3,1/1/2012,NAIP,-118.225388,34.987595
3047217,06-036941,2013-WTW-11215-OE,47983,58395,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,2,3,7/31/2016,Digital Globe,-118.254036,35.085320
3047239,06-036868,2013-WTW-11237-OE,48016,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,12/31/2016,Digital Globe,-118.217766,35.103195
3047243,06-036872,2013-WTW-11241-OE,48023,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,12/31/2016,Digital Globe,-118.215683,35.109802
3047264,06-036891,2013-WTW-11580-OE,47995,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/1/2016,Digital Globe,-118.250092,35.092796
