case_id,faa_ors,faa_asn,usgs_pr_id,eia_id,t_state,t_county,t_fips,p_name,p_year,p_tnum,p_cap,t_manu,t_model,t_cap,t_hh,t_rd,t_rsa,t_ttlh,retrofit,retrofit_year,t_conf_atr,t_conf_loc,t_img_date,t_img_srce,xlong,ylat
3047254,06-037059,2013-WTW-11567-OE,47988,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/1/2016,Digital Globe,-118.244965,35.087883
3047268,06-036895,2013-WTW-11584-OE,48013,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/1/2016,Digital Globe,-118.230858,35.101719
3047377,06-036878,2013-WTW-1191-OE,48027,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,1/28/2017,Digital Globe,-118.214989,35.112995
3047262,06-036889,2013-WTW-11575-OE,48001,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/1/2016,Digital Globe,-118.246796,35.096741
3047270,06-036897,2013-WTW-11586-OE,48006,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/1/2016,Digital Globe,-118.220337,35.098736
3047260,06-036887,2013-WTW-11573-OE,48004,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/1/2016,Digital Globe,-118.214264,35.097309
3047233,06-036862,2013-WTW-11231-OE,47991,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,12/31/2016,Digital Globe,-118.251457,35.090355
3047271,06-036898,2013-WTW-11587-OE,48000,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/1/2016,Digital Globe,-118.241791,35.095795
3072823,06-036859,2013-WTW-11228-OE,47985,58395,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,2,3,7/31/2016,Digital Globe,-118.253052,35.086514
3047631,06-036915,2013-WTW-12386-OE,47999,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/20/2017,Digital Globe,-118.248405,35.095257
3047236,06-036865,2013-WTW-11234-OE,48022,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,12/31/2016,Digital Globe,-118.226273,35.108685
3047240,06-036869,2013-WTW-11238-OE,48018,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,12/31/2016,Digital Globe,-118.217064,35.104683
3047273,06-036900,2013-WTW-11589-OE,48012,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/1/2016,Digital Globe,-118.233673,35.101250
3047241,06-036870,2013-WTW-11239-OE,48020,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,12/31/2016,Digital Globe,-118.216164,35.106499
3047380,06-036904,2013-WTW-11994-OE,48002,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,10/10/2016,Digital Globe,-118.240677,35.096863
3047376,06-036903,2013-WTW-1184-OE,48014,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,1/28/2017,Digital Globe,-118.218880,35.101784
3047259,06-036885,2013-WTW-11572-OE,47998,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/1/2016,Digital Globe,-118.242081,35.094322
3047255,06-036881,2013-WTW-11568-OE,47990,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/1/2016,Digital Globe,-118.244415,35.089161
3047632,06-036916,2013-WTW-12387-OE,48008,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/20/2017,Digital Globe,-118.238991,35.099194
3047266,06-036893,2013-WTW-11582-OE,47986,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/1/2016,Digital Globe,-118.245483,35.086620
3047244,06-036873,2013-WTW-11242-OE,48025,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,12/31/2016,Digital Globe,-118.215599,35.111568
3047374,06-036874,2013-WTW-1178-OE,48024,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,1/28/2017,Digital Globe,-118.225487,35.110195
3047261,06-036888,2013-WTW-11574-OE,48007,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/1/2016,Digital Globe,-118.213585,35.099094
3047263,06-036890,2013-WTW-11576-OE,47993,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/1/2016,Digital Globe,-118.251045,35.091663
3047231,06-036860,2013-WTW-11229-OE,47987,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,12/31/2016,Digital Globe,-118.252708,35.087860
3047237,06-036866,2013-WTW-11235-OE,48026,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,12/31/2016,Digital Globe,-118.224792,35.111763
3047246,06-037058,2013-WTW-11316-OE,48015,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,12/31/2016,Digital Globe,-118.211388,35.101894
3047235,06-036864,2013-WTW-11233-OE,47984,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,12/31/2016,Digital Globe,-118.246002,35.085361
3047272,06-036899,2013-WTW-11588-OE,48011,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/1/2016,Digital Globe,-118.236885,35.100494
3047630,06-037052,2013-WTW-12385-OE,48005,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/20/2017,Digital Globe,-118.239914,35.098076
3047269,06-036896,2013-WTW-11585-OE,48019,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/1/2016,Digital Globe,-118.229050,35.104855
3047267,06-036894,2013-WTW-11583-OE,48003,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/1/2016,Digital Globe,-118.221596,35.097137
3047232,06-036861,2013-WTW-11230-OE,47989,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,12/31/2016,Digital Globe,-118.252090,35.089096
3047265,06-036892,2013-WTW-11581-OE,47997,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/1/2016,Digital Globe,-118.249435,35.094086
3047245,06-036879,2013-WTW-11315-OE,48017,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,12/31/2016,Digital Globe,-118.210579,35.103497
3047256,06-036882,2013-WTW-11569-OE,47992,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/1/2016,Digital Globe,-118.243858,35.090496
3047257,06-036883,2013-WTW-11570-OE,47994,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/1/2016,Digital Globe,-118.243286,35.091797
3047234,06-036863,2013-WTW-11232-OE,47982,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,12/31/2016,Digital Globe,-118.246635,35.084118
3047238,06-036867,2013-WTW-11236-OE,48028,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,12/31/2016,Digital Globe,-118.224152,35.113159
3047258,06-036884,2013-WTW-11571-OE,47996,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,2/1/2016,Digital Globe,-118.242546,35.092957
3047375,06-036901,2013-WTW-1183-OE,48009,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,1/28/2017,Digital Globe,-118.219345,35.100346
3047242,06-036871,2013-WTW-11240-OE,48021,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,12/31/2016,Digital Globe,-118.215881,35.108219
3047252,06-036130,2013-WTW-1153-OE,47981,58395,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,2,3,2/20/2021,Digital Globe,-118.254822,35.084019
3047247,06-036880,2013-WTW-11317-OE,48010,58394,CA,Kern County,06029,Alta X,2013,48,136.8,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,12/31/2016,Digital Globe,-118.212418,35.100468
3045676,06-036090,2012-WTW-9902-OE,48037,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,1/16/2020,Digital Globe,-118.380287,35.068497
3047034,06-037051,2013-WTW-10365-OE,48084,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,7/19/2016,Digital Globe,-118.367302,35.108242
3048725,06-036124,2013-WTW-8768-OE,48082,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/9/2016,Digital Globe,-118.368286,35.107098
3048763,06-036988,2013-WTW-9206-OE,48068,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/19/2016,Digital Globe,-118.383064,35.095341
3048723,06-036118,2013-WTW-8766-OE,48080,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,9/24/2016,Digital Globe,-118.369087,35.105858
3047104,06-037053,2013-WTW-10692-OE,48042,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,2,3,11/23/2017,Digital Globe,-118.369766,35.072441
3048732,06-036969,2013-WTW-8775-OE,48083,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/19/2016,Digital Globe,-118.359886,35.108196
3047040,06-037024,2013-WTW-10371-OE,48053,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,5/8/2018,Digital Globe,-118.381691,35.081394
3073420,06-036126,2013-WTW-8778-OE,48072,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,2,3,7/31/2016,Digital Globe,-118.363586,35.097702
3048730,06-036120,2013-WTW-8773-OE,48065,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,2,3,3/19/2016,Digital Globe,-118.365288,35.092896
3048856,06-036624,2013-WTW-9451-OE,48063,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,2/20/2017,Digital Globe,-118.375320,35.092403
3047047,06-037046,2013-WTW-10403-OE,48038,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,2,3,1/16/2020,Digital Globe,-118.377388,35.068596
3045677,06-036115,2012-WTW-9904-OE,48039,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,1/16/2020,Digital Globe,-118.374290,35.068596
3048860,06-036973,2013-WTW-9592-OE,48061,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/19/2016,Digital Globe,-118.384590,35.090897
3048859,06-036972,2013-WTW-9591-OE,48059,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/19/2016,Digital Globe,-118.370384,35.087795
3073320,06-036119,2013-WTW-8772-OE,48062,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,2,3,7/31/2016,Digital Globe,-118.366570,35.091957
3047046,06-037037,2013-WTW-10389-OE,48050,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,1/16/2020,Digital Globe,-118.379585,35.075897
3047216,06-037084,2013-WTW-11214-OE,,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,7/31/2016,Digital Globe,-118.386009,35.065582
3048858,06-036970,2013-WTW-9472-OE,48067,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/19/2016,Digital Globe,-118.375229,35.094009
3047059,06-037048,2013-WTW-10551-OE,48051,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/28/2017,Digital Globe,-118.377686,35.076195
3048762,06-036122,2013-WTW-9205-OE,48075,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/19/2016,Digital Globe,-118.374634,35.100464
3048761,06-036133,2013-WTW-9204-OE,48071,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/19/2016,Digital Globe,-118.383400,35.097290
3048861,06-036997,2013-WTW-9593-OE,48060,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/19/2016,Digital Globe,-118.384987,35.089397
3047039,06-037023,2013-WTW-10370-OE,48045,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,1/16/2020,Digital Globe,-118.390099,35.071014
3047060,06-037049,2013-WTW-10552-OE,48048,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/28/2017,Digital Globe,-118.382996,35.073517
3047041,06-037033,2013-WTW-10384-OE,48043,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,5/8/2018,Digital Globe,-118.387390,35.064896
3048765,06-036123,2013-WTW-9208-OE,48073,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/19/2016,Digital Globe,-118.377159,35.098587
3073419,06-036125,2013-WTW-8777-OE,48070,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,2,3,7/31/2016,Digital Globe,-118.364792,35.096394
3047044,06-037035,2013-WTW-10387-OE,48052,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,5/8/2018,Digital Globe,-118.383011,35.080330
3045678,06-036129,2012-WTW-9907-OE,48041,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,3,3,11/23/2017,Digital Globe,-118.367615,35.072414
3048738,06-036131,2013-WTW-8782-OE,48076,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,2,3,3/19/2016,Digital Globe,-118.362785,35.100895
3048733,06-036128,2013-WTW-8776-OE,48069,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,2,3,3/19/2016,Digital Globe,-118.366310,35.095543
3047036,06-036999,2013-WTW-10367-OE,48055,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/3/2016,Digital Globe,-118.386261,35.083561
3048863,06-036971,2013-WTW-9596-OE,48064,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/19/2016,Digital Globe,-118.384087,35.092594
3048752,06-036132,2013-WTW-8798-OE,48079,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/3/2016,Digital Globe,-118.369560,35.104313
3047045,06-037036,2013-WTW-10388-OE,48046,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,1/16/2020,Digital Globe,-118.385796,35.071819
3048865,06-036998,2013-WTW-9752-OE,48057,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/19/2016,Digital Globe,-118.384689,35.085995
3048731,06-036121,2013-WTW-8774-OE,48081,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,2,3,3/19/2016,Digital Globe,-118.361923,35.106731
3047048,06-037047,2013-WTW-10461-OE,48040,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE2.85-103,2850,85,103,8332.29,136.6,0,,2,3,1/16/2020,Digital Globe,-118.373993,35.070839
3048864,06-036987,2013-WTW-9751-OE,48058,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/19/2016,Digital Globe,-118.384689,35.087498
3047038,06-037022,2013-WTW-10369-OE,48044,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,5/8/2018,Digital Globe,-118.390984,35.067890
3048750,06-036127,2013-WTW-8796-OE,48077,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/3/2016,Digital Globe,-118.372093,35.102440
3047037,06-037020,2013-WTW-10368-OE,48056,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/3/2016,Digital Globe,-118.385490,35.084797
3047042,06-036980,2013-WTW-10385-OE,48054,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,5/8/2018,Digital Globe,-118.380386,35.083195
3048862,06-036979,2013-WTW-9595-OE,48066,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/19/2016,Digital Globe,-118.383652,35.093948
3048751,06-036922,2013-WTW-8797-OE,48078,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/3/2016,Digital Globe,-118.370583,35.103416
3047061,06-037050,2013-WTW-10553-OE,48049,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/28/2017,Digital Globe,-118.381493,35.074551
3048764,06-036134,2013-WTW-9207-OE,48074,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,3/19/2016,Digital Globe,-118.375885,35.099495
3047043,06-037034,2013-WTW-10386-OE,48047,58395,CA,Kern County,06029,Alta XI,2013,48,89.65,GE Wind,GE1.7-100,1700,80,100,7853.98,130.1,0,,3,3,5/8/2018,Digital Globe,-118.384392,35.072395
3001122,,,14286,50485,CA,Riverside County,06065,Altech III,1985,201,21.71,,,,,,,,0,,1,3,11/3/2018,Digital Globe,-116.585587,33.890797
3009298,,,14288,50485,CA,Riverside County,06065,Altech III,1985,201,21.71,,,,,,,,0,,1,3,11/3/2018,Digital Globe,-116.585892,33.889595
3002641,,,14269,50485,CA,Riverside County,06065,Altech III,1985,201,21.71,,,,,,,,0,,1,3,11/3/2018,Digital Globe,-116.580490,33.892895
3011214,,,14281,50485,CA,Riverside County,06065,Altech III,1985,201,21.71,,,,,,,,0,,1,3,11/3/2018,Digital Globe,-116.584785,33.893696
3006546,,,14287,50485,CA,Riverside County,06065,Altech III,1985,201,21.71,,,,,,,,0,,1,3,11/3/2018,Digital Globe,-116.585686,33.890194
3108495,48-178030,2019-WTW-9764-OE,,62142,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.515167,33.012295
3106421,48-176243,2019-WTW-5096-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790,80,100,7853.98,130.1,0,,3,3,10/31/2020,Digital Globe,-100.588982,32.882858
3107777,48-178003,2019-WTW-5139-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.551399,33.021290
3106744,48-176000,2019-WTW-5110-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790,80,100,7853.98,130.1,0,,3,3,10/31/2020,Digital Globe,-100.574020,32.903206
3108501,48-175998,2019-WTW-5114-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,10/31/2020,Digital Globe,-100.564224,32.910919
3105824,48-176228,2019-WTW-5095-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790,80,100,7853.98,130.1,0,,3,3,10/31/2020,Digital Globe,-100.593864,32.886856
3109559,48-178634,2019-WTW-5161-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.543800,33.050640
3109360,48-178224,2019-WTW-9768-OE,,62142,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.499001,33.001842
3109923,48-178208,2019-WTW-5135-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.572586,33.007259
3106328,48-176317,2019-WTW-5174-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.527443,33.070862
3106153,48-176271,2019-WTW-5105-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790,80,100,7853.98,130.1,0,,3,3,10/31/2020,Digital Globe,-100.560303,32.893230
3105947,48-177892,2019-WTW-5147-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.519203,33.021446
3106168,48-176801,2019-WTW-5158-OE,,62142,TX,Stonewall County,48433,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.502502,33.040592
3106620,48-176999,2019-WTW-5145-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.533516,33.025146
3107778,48-176902,2019-WTW-5128-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,10/31/2020,Digital Globe,-100.562759,32.995575
3108449,48-176658,2019-WTW-5120-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,1/28/2021,Digital Globe,-100.532547,32.976101
3107326,48-176177,2019-WTW-5098-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790,80,100,7853.98,130.1,0,,3,3,10/31/2020,Digital Globe,-100.591576,32.898556
3107774,48-176353,2019-WTW-5163-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,2/2/2022,Digital Globe,-100.528076,33.051914
3105990,48-176030,2019-WTW-5108-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790,80,100,7853.98,130.1,0,,3,3,10/31/2020,Digital Globe,-100.582954,32.904312
3108506,48-176952,2019-WTW-9769-OE,,62142,TX,Kent County,48263,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,10/31/2020,Digital Globe,-100.564026,32.984047
3108198,48-176065,2019-WTW-5107-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790,80,100,7853.98,130.1,0,,3,3,10/31/2020,Digital Globe,-100.586060,32.906448
3107783,48-176368,2019-WTW-5092-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE1.79-100,1790,80,100,7853.98,130.1,0,,3,3,10/31/2020,Digital Globe,-100.601463,32.879761
3107734,48-176321,2019-WTW-9776-OE,,62142,TX,Fisher County,48151,Amadeus,2020,96,250.12,GE Wind,GE2.82-127,2820,89,127,12667.69,152.4,0,,3,3,10/31/2020,Digital Globe,-100.565750,32.896862
